ticket_id,short_description,description,category,assignment_group,resolution
INC1040662,Telephony: voicemail not working,"Jason at Chicago Office reported that their phone is unable to access voicemail, receiving an authentication error. Reported on 2026-01-30.",Telephony,Telecom Support,Reset voicemail PIN and reconfigured voicemail box settings; user confirmed access restored. Time to resolve: 3 business days.
INC1040663,CustomerDataWarehouse performance degradation,Michael Stephens reports that queries against CustomerDataWarehouse are running significantly slower than usual. Reported on 2024-10-15. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in CustomerDataWarehouse and rebuilt them; query performance improved by over 60%. Time to resolve: 2 hours.
INC1040664,GCP Cloud Storage bucket: cost anomaly,Terry Garcia noticed an unexpected spike in billing associated with a GCP Cloud Storage bucket. Submitted on 2026-03-19.,Cloud Services,Application Support,"Identified an unintended auto-scaling misconfiguration on the GCP Cloud Storage bucket, corrected scaling rules, and confirmed costs normalized. Time to resolve: 4 hours."
INC1040665,InventoryDB backup failure,Steven Griffin scheduled nightly backup job for InventoryDB failed to complete. Reported on 2026-07-11. Impact assessed as affecting downstream reporting.,Database,Database Administration,"Identified insufficient disk space on the backup volume for InventoryDB, freed up space, and re-ran the backup successfully. Time to resolve: 1 hour."
INC1040666,Dhcp lease connectivity is down,Jack at Toronto Office (IP 10.114.63.80) reports complete loss of connectivity affecting DHCP lease. Reported on 2026-02-13. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified a misconfigured route on the core switch affecting DHCP lease; corrected configuration and restored connectivity. Confirmed resolution with Jack. Total time to resolve: 2 hours.
INC1040667,Email issue: mailbox full,Frederick reported that they are receiving a mailbox quota exceeded warning and cannot receive new emails. First noticed on 2026-08-03.,Email,Service Desk,Increased mailbox quota and assisted user in archiving older emails to a PST file; mailbox now within limits. Confirmed with Frederick that the issue is resolved. Time to resolve: 4 hours.
INC1040668,Telephony: voicemail not working,"Raven at Berlin Office reported that their phone is unable to access voicemail, receiving an authentication error. Reported on 2025-02-25.",Telephony,Telecom Support,Reset voicemail PIN and reconfigured voicemail box settings; user confirmed access restored. Time to resolve: 30 minutes.
INC1040669,Tableau won't install,Brian reported that Tableau on macOS Ventura installation fails partway through with error code 0x5480BE. This is impacting their ability to complete daily tasks. Issue started on 2024-09-16.,Software,Application Support,"Downloaded latest installer package for Tableau, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: next business day."
INC1040670,SalesReportingDB access request,Dr. Shari Hoffman requires access to SalesReportingDB to perform their job duties. Request submitted on 2024-12-08 with approval workflow initiated.,Access Management,Service Desk,Access to SalesReportingDB was granted following manager approval from Jocelyn Brady; role-based permissions applied. Estimated resolution time: 1 business day.
INC1040671,Jira is missing a feature after update,Devon reported that Jira on macOS Sonoma no longer displays a previously available menu option after the last update. This is impacting their ability to complete daily tasks. Issue started on 2026-01-23.,Software,Service Desk,Confirmed the feature was moved in the latest Jira update and guided the user to its new location; issue resolved via user education. User confirmed resolution. Time to resolve: 1 hour.
INC1040672,Laptop battery not charging,David at Sydney Office reported that their laptop (asset tag AST-73043) battery does not charge even when connected to the power adapter. Issue first observed on 2025-08-22. Requesting hardware support to resolve.,Hardware,Desktop Support,Replaced battery and power adapter for laptop (asset AST-73043); confirmed charging is functioning correctly. Verified with David that the issue is resolved. Estimated resolution time: 1 business day.
INC1040673,OneDrive crashes on startup,Alan reported that OneDrive on macOS Sonoma crashes immediately with error code 0x9DD409 every time it is launched. This is impacting their ability to complete daily tasks. Issue started on 2025-10-30.,Software,Service Desk,Cleared corrupted application cache and reinstalled OneDrive on macOS Sonoma; application now launches without errors. User confirmed resolution. Time to resolve: 3 business days.
INC1040674,ProdDB01 backup failure,Brenda Thompson scheduled nightly backup job for ProdDB01 failed to complete. Reported on 2025-01-03. Impact assessed as affecting downstream reporting.,Database,Database Administration,"Identified insufficient disk space on the backup volume for ProdDB01, freed up space, and re-ran the backup successfully. Time to resolve: 1 business day."
INC1040675,BillingDB backup failure,David Stone scheduled nightly backup job for BillingDB failed to complete. Reported on 2025-01-13. Impact assessed as affecting downstream reporting.,Database,Database Administration,"Identified insufficient disk space on the backup volume for BillingDB, freed up space, and re-ran the backup successfully. Time to resolve: 4 hours."
INC1040676,AWS S3 bucket: provisioning request,Danielle Lee requesting provisioning of a new AWS S3 bucket for an upcoming project. Submitted on 2025-01-10.,Cloud Services,Application Support,Provisioned the requested AWS S3 bucket according to standard sizing guidelines and shared access details with Danielle Lee. Time to resolve: 4 hours.
INC1040677,Wireless mouse screen is flickering,"Ryan at Sydney Office reported that their wireless mouse (asset tag AST-27132) display flickers intermittently, especially under load. Issue first observed on 2025-12-26. Requesting hardware support to resolve.",Hardware,Desktop Support,Reseated display cable and updated graphics driver on wireless mouse (asset AST-27132); flickering resolved. Verified with Ryan that the issue is resolved. Estimated resolution time: next business day.
INC1040678,Email issue: unable to send emails,James reported that they are receiving a non-delivery report (NDR) when trying to send emails to external recipients. First noticed on 2025-08-09.,Email,Email Administration,Identified that the domain was temporarily blacklisted by the recipient's mail server; submitted delisting request and confirmed emails are now delivering. Confirmed with James that the issue is resolved. Time to resolve: 1 business day.
INC1040679,Email issue: emails going to spam,Matthew reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2025-01-03.,Email,Email Administration,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Matthew that the issue is resolved. Time to resolve: 1 hour.
INC1040680,Adobe Creative Cloud won't install,Tyler reported that Adobe Creative Cloud on Windows 11 installation fails partway through with error code 0xE059BA. This is impacting their ability to complete daily tasks. Issue started on 2026-06-08.,Software,Service Desk,"Downloaded latest installer package for Adobe Creative Cloud, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 2 hours."
INC1040681,Headset battery not charging,Mary at London Office reported that their headset (asset tag AST-21064) battery does not charge even when connected to the power adapter. Issue first observed on 2026-06-22. Requesting hardware support to resolve.,Hardware,Field Services,Replaced battery and power adapter for headset (asset AST-21064); confirmed charging is functioning correctly. Verified with Mary that the issue is resolved. Estimated resolution time: 30 minutes.
INC1040682,Dns resolution connectivity is down,Lisa at Remote - Home Office (IP 10.4.237.159) reports complete loss of connectivity affecting DNS resolution. Reported on 2025-01-01. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Identified a misconfigured route on the core switch affecting DNS resolution; corrected configuration and restored connectivity. Confirmed resolution with Lisa. Total time to resolve: 15 minutes.
INC1040683,Unauthorized access attempt - confirmed,Security team confirmed a genuine unauthorized access attempt involving Megan's account from IP 10.131.218.147. Reported/detected on 2024-09-29.,Security,Security Operations,"Contained the unauthorized access attempt by disabling the affected account temporarily, forcing a password reset, and enabling MFA; account restored after verification. Incident closed after confirming no further malicious activity. Time to resolve: next business day."
INC1040684,Email issue: distribution list issue,Sue reported that they are is not receiving emails sent to a distribution list they should be a member of. First noticed on 2026-07-24.,Email,Email Administration,Added user to the correct distribution list and verified group membership synced correctly. Confirmed with Sue that the issue is resolved. Time to resolve: 2 hours.
INC1040685,Network printer configuration request,Christopher at Berlin Office (IP 10.41.91.198) requesting a configuration change to network printer. Reported on 2026-06-27. Business impact: unable to access internal resources reliably.,Network,Network Operations,Applied the requested configuration change to network printer and validated connectivity with the requester. Confirmed resolution with Christopher. Total time to resolve: 1 hour.
INC1040686,HR_DB performance degradation,Frances Brooks reports that queries against HR_DB are running significantly slower than usual. Reported on 2025-08-23. Impact assessed as affecting downstream reporting.,Database,Database Administration,Identified missing indexes on frequently queried tables in HR_DB and rebuilt them; query performance improved by over 60%. Time to resolve: next business day.
INC1040687,Azure VM: access issue,Melinda Burton cannot access a Azure VM they were previously able to reach. Submitted on 2026-07-31.,Cloud Services,Cloud Infrastructure,Corrected an IAM policy that had inadvertently restricted access to the Azure VM; access confirmed restored. Time to resolve: next business day.
INC1040688,Printer-Brother-MFC-11: low toner,Monique reported that Printer-Brother-MFC-11 at Berlin Office is displaying a low toner warning. Issue reported on 2024-12-05.,Printing,Desktop Support,Replaced toner cartridge on Printer-Brother-MFC-11 from on-site inventory; warning cleared. Time to resolve: 1 business day.
INC1040689,Vpn connection speed is degraded,Timothy at London Office (IP 10.198.251.227) reports significantly slower than normal speeds on VPN connection. Reported on 2024-10-06. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified bandwidth saturation from a background process and applied QoS policy to prioritize VPN connection; speeds restored to normal. Confirmed resolution with Timothy. Total time to resolve: 4 hours.
INC1040690,Docking station screen is flickering,"Robert at Austin Office reported that their docking station (asset tag AST-37411) display flickers intermittently, especially under load. Issue first observed on 2025-07-16. Requesting hardware support to resolve.",Hardware,Desktop Support,Reseated display cable and updated graphics driver on docking station (asset AST-37411); flickering resolved. Verified with Robert that the issue is resolved. Estimated resolution time: 1 business day.
INC1040691,Adobe Creative Cloud won't install,Amanda reported that Adobe Creative Cloud on macOS Ventura installation fails partway through with error code 0xEF1DDB. This is impacting their ability to complete daily tasks. Issue started on 2026-01-04.,Software,Service Desk,"Downloaded latest installer package for Adobe Creative Cloud, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 1 hour."
INC1040692,Email issue: distribution list issue,Alyssa reported that they are is not receiving emails sent to a distribution list they should be a member of. First noticed on 2024-12-30.,Email,Email Administration,Added user to the correct distribution list and verified group membership synced correctly. Confirmed with Alyssa that the issue is resolved. Time to resolve: next business day.
INC1040693,Keyboard is overheating,Janice at London Office reported that their keyboard (asset tag AST-90924) shuts down unexpectedly after running for 20-30 minutes due to overheating. Issue first observed on 2026-09-10. Requesting hardware support to resolve.,Hardware,Desktop Support,Cleaned dust from internal vents and reapplied thermal paste on keyboard (asset AST-90924); temperatures now within normal range. Verified with Janice that the issue is resolved. Estimated resolution time: 2 hours.
INC1040694,Network switch connectivity is down,Joshua at Chicago Office (IP 192.168.77.186) reports complete loss of connectivity affecting network switch. Reported on 2026-02-04. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified a misconfigured route on the core switch affecting network switch; corrected configuration and restored connectivity. Confirmed resolution with Joshua. Total time to resolve: 3 business days.
INC1040695,Azure SQL Database: outage,Dana Silva reports that the Azure SQL Database is unreachable and services depending on it are down. Submitted on 2026-09-13.,Cloud Services,Application Support,"Identified the Azure SQL Database had exceeded its resource quota, increased allocated resources, and restored service. Time to resolve: 1 hour."
INC1040696,Jira is missing a feature after update,Brandy reported that Jira on Windows 10 no longer displays a previously available menu option after the last update. This is impacting their ability to complete daily tasks. Issue started on 2025-03-07.,Software,Service Desk,Confirmed the feature was moved in the latest Jira update and guided the user to its new location; issue resolved via user education. User confirmed resolution. Time to resolve: 4 hours.
INC1040697,Printer-Brother-MFC-13: poor print quality,Jasmine reported that documents printed on Printer-Brother-MFC-13 at Toronto Office show faded or streaked output. Issue reported on 2025-03-10.,Printing,Desktop Support,Replaced toner cartridge and cleaned print heads on Printer-Brother-MFC-13; print quality restored to normal. Time to resolve: 3 business days.
INC1040698,Network printer speed is degraded,Gregory at Sydney Office (IP 192.168.207.190) reports significantly slower than normal speeds on network printer. Reported on 2026-07-02. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified bandwidth saturation from a background process and applied QoS policy to prioritize network printer; speeds restored to normal. Confirmed resolution with Gregory. Total time to resolve: 4 hours.
INC1040699,Email issue: mailbox full,William reported that they are receiving a mailbox quota exceeded warning and cannot receive new emails. First noticed on 2025-05-18.,Email,Email Administration,Increased mailbox quota and assisted user in archiving older emails to a PST file; mailbox now within limits. Confirmed with William that the issue is resolved. Time to resolve: 1 hour.
INC1040700,Azure SQL Database: cost anomaly,Tiffany Jones noticed an unexpected spike in billing associated with a Azure SQL Database. Submitted on 2024-09-28.,Cloud Services,Application Support,"Identified an unintended auto-scaling misconfiguration on the Azure SQL Database, corrected scaling rules, and confirmed costs normalized. Time to resolve: 1 business day."
INC1040701,Email issue: calendar sync issue,Kevin reported that they are calendar invites are not syncing correctly between Outlook and mobile device. First noticed on 2025-05-06.,Email,Service Desk,Reconfigured mobile device email profile and forced a manual sync; calendar entries now updating correctly. Confirmed with Kevin that the issue is resolved. Time to resolve: 4 hours.
INC1040702,AWS S3 bucket: provisioning request,Douglas Delgado requesting provisioning of a new AWS S3 bucket for an upcoming project. Submitted on 2025-10-29.,Cloud Services,Cloud Infrastructure,Provisioned the requested AWS S3 bucket according to standard sizing guidelines and shared access details with Douglas Delgado. Time to resolve: 2 hours.
INC1040703,Printer is overheating,Jesse at Berlin Office reported that their printer (asset tag AST-81227) shuts down unexpectedly after running for 20-30 minutes due to overheating. Issue first observed on 2024-10-11. Requesting hardware support to resolve.,Hardware,Desktop Support,Cleaned dust from internal vents and reapplied thermal paste on printer (asset AST-81227); temperatures now within normal range. Verified with Jesse that the issue is resolved. Estimated resolution time: 2 hours.
INC1040704,Tablet won't power on,Matthew at Remote - Home Office reported that their tablet (asset tag AST-80621) does not power on when the power button is pressed. Issue first observed on 2024-09-25. Requesting hardware support to resolve.,Hardware,Field Services,Replaced faulty power supply unit on tablet (asset AST-80621) and confirmed device powers on normally. Verified with Matthew that the issue is resolved. Estimated resolution time: next business day.
INC1040705,Telephony: call quality issues,Kimberly at Sydney Office reported that their phone reports frequent call drops and static during calls. Reported on 2025-12-29.,Telephony,Telecom Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: 4 hours.
INC1040706,Email issue: emails going to spam,Steven reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2026-08-13.,Email,Service Desk,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Steven that the issue is resolved. Time to resolve: 15 minutes.
INC1040707,Azure SQL Database: access issue,Olivia Espinoza cannot access a Azure SQL Database they were previously able to reach. Submitted on 2026-07-18.,Cloud Services,Application Support,Corrected an IAM policy that had inadvertently restricted access to the Azure SQL Database; access confirmed restored. Time to resolve: 30 minutes.
INC1040708,Malware detection alert reported by user,Ashley reported a malware detection alert via the security hotline. Reported/detected on 2025-03-14.,Security,Security Operations,"Analyzed the reported malware detection alert, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: next business day."
INC1040709,OneDrive is missing a feature after update,Charles reported that OneDrive on macOS Sonoma no longer displays a previously available menu option after the last update. This is impacting their ability to complete daily tasks. Issue started on 2025-04-05.,Software,Application Support,Confirmed the feature was moved in the latest OneDrive update and guided the user to its new location; issue resolved via user education. User confirmed resolution. Time to resolve: 3 business days.
INC1040710,Active Directory won't save files,Kenneth reported that Active Directory on macOS Sonoma returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-10-12.,Software,Application Support,Corrected file permissions on the shared drive and cleared local Active Directory cache; file saving now works as expected. User confirmed resolution. Time to resolve: next business day.
INC1040711,Microsoft Teams won't install,Amanda reported that Microsoft Teams on Ubuntu 22.04 installation fails partway through with error code 0x3B35EC. This is impacting their ability to complete daily tasks. Issue started on 2024-12-05.,Software,Application Support,"Downloaded latest installer package for Microsoft Teams, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 2 hours."
INC1040712,Phishing email report reported by user,Kelly reported a phishing email report via the security hotline. Reported/detected on 2025-07-30.,Security,Security Operations,"Analyzed the reported phishing email report, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: next business day."
INC1040713,Network printer speed is degraded,Mckenzie at Chicago Office (IP 192.168.15.33) reports significantly slower than normal speeds on network printer. Reported on 2025-11-01. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified bandwidth saturation from a background process and applied QoS policy to prioritize network printer; speeds restored to normal. Confirmed resolution with Mckenzie. Total time to resolve: 1 business day.
INC1040714,Wireless mouse won't power on,Angela at Remote - Home Office reported that their wireless mouse (asset tag AST-33996) does not power on when the power button is pressed. Issue first observed on 2026-07-06. Requesting hardware support to resolve.,Hardware,Field Services,Replaced faulty power supply unit on wireless mouse (asset AST-33996) and confirmed device powers on normally. Verified with Angela that the issue is resolved. Estimated resolution time: next business day.
INC1040715,Docking station won't power on,Erin at Chicago Office reported that their docking station (asset tag AST-98687) does not power on when the power button is pressed. Issue first observed on 2024-11-10. Requesting hardware support to resolve.,Hardware,Desktop Support,Replaced faulty power supply unit on docking station (asset AST-98687) and confirmed device powers on normally. Verified with Erin that the issue is resolved. Estimated resolution time: 15 minutes.
INC1040716,Citrix Workspace is running very slowly,Christopher reported that Citrix Workspace on Windows 10 takes several minutes to load and respond to user input. This is impacting their ability to complete daily tasks. Issue started on 2026-02-12.,Software,Service Desk,"Cleared temporary files, disabled unnecessary startup add-ins, and updated Citrix Workspace to the latest version; performance improved significantly. User confirmed resolution. Time to resolve: 2 hours."
INC1040717,Printer-Xerox-WorkCentre-15: not printing,Nathan reported that jobs sent to Printer-Xerox-WorkCentre-15 at Berlin Office are queued but never print. Issue reported on 2026-07-22.,Printing,Desktop Support,Restarted the print spooler service and reinstalled the driver for Printer-Xerox-WorkCentre-15; print jobs now complete successfully. Time to resolve: 2 hours.
INC1040718,Telephony: voicemail not working,"Jenna at Singapore Office reported that their phone is unable to access voicemail, receiving an authentication error. Reported on 2025-12-07.",Telephony,Desktop Support,Reset voicemail PIN and reconfigured voicemail box settings; user confirmed access restored. Time to resolve: 4 hours.
INC1040719,Wi-fi connectivity is intermittent,Angela at Singapore Office (IP 192.168.165.208) experiencing intermittent drops in Wi-Fi connectivity every few minutes. Reported on 2025-04-01. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Replaced a faulty network cable and updated firmware on the access point serving Wi-Fi connectivity; connection now stable. Confirmed resolution with Angela. Total time to resolve: 3 business days.
INC1040720,Jira won't save files,Carly reported that Jira on Windows 10 returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-10-29.,Software,Application Support,Corrected file permissions on the shared drive and cleared local Jira cache; file saving now works as expected. User confirmed resolution. Time to resolve: 30 minutes.
INC1040721,Dhcp lease connectivity is down,Christopher at New York HQ (IP 10.30.136.156) reports complete loss of connectivity affecting DHCP lease. Reported on 2026-02-13. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified a misconfigured route on the core switch affecting DHCP lease; corrected configuration and restored connectivity. Confirmed resolution with Christopher. Total time to resolve: 1 hour.
INC1040722,Headset screen is flickering,"Tammy at Remote - Home Office reported that their headset (asset tag AST-87238) display flickers intermittently, especially under load. Issue first observed on 2025-07-05. Requesting hardware support to resolve.",Hardware,Desktop Support,Reseated display cable and updated graphics driver on headset (asset AST-87238); flickering resolved. Verified with Tammy that the issue is resolved. Estimated resolution time: 15 minutes.
INC1040723,Telephony: call quality issues,Mary at London Office reported that their phone reports frequent call drops and static during calls. Reported on 2024-11-16.,Telephony,Desktop Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: 15 minutes.
INC1040724,Wired network port speed is degraded,Shannon at Chicago Office (IP 192.168.232.209) reports significantly slower than normal speeds on wired network port. Reported on 2025-04-14. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified bandwidth saturation from a background process and applied QoS policy to prioritize wired network port; speeds restored to normal. Confirmed resolution with Shannon. Total time to resolve: 30 minutes.
INC1040725,Dhcp lease connectivity is down,Jacob at Singapore Office (IP 172.23.109.190) reports complete loss of connectivity affecting DHCP lease. Reported on 2024-12-07. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Identified a misconfigured route on the core switch affecting DHCP lease; corrected configuration and restored connectivity. Confirmed resolution with Jacob. Total time to resolve: 4 hours.
INC1040726,Email issue: distribution list issue,Erin reported that they are is not receiving emails sent to a distribution list they should be a member of. First noticed on 2024-11-08.,Email,Email Administration,Added user to the correct distribution list and verified group membership synced correctly. Confirmed with Erin that the issue is resolved. Time to resolve: next business day.
INC1040727,Email issue: calendar sync issue,Samantha reported that they are calendar invites are not syncing correctly between Outlook and mobile device. First noticed on 2025-04-15.,Email,Email Administration,Reconfigured mobile device email profile and forced a manual sync; calendar entries now updating correctly. Confirmed with Samantha that the issue is resolved. Time to resolve: 1 hour.
INC1040728,Telephony: no dial tone,Sean at Bengaluru Office reported that their phone desk phone has no dial tone and cannot make or receive calls. Reported on 2024-09-24.,Telephony,Telecom Support,Replaced faulty Ethernet cable providing PoE to the desk phone and confirmed dial tone restored. Time to resolve: 15 minutes.
INC1040729,Jira permission elevation,Daniel Juarez requires elevated permissions in Jira to complete a new project. Request submitted on 2026-06-28 with approval workflow initiated.,Access Management,Service Desk,"Elevated permissions were granted in Jira with manager approval from Steven King, with a scheduled review in 90 days. Estimated resolution time: 1 business day."
INC1040730,Wireless mouse won't power on,Carrie at Austin Office reported that their wireless mouse (asset tag AST-27727) does not power on when the power button is pressed. Issue first observed on 2024-11-13. Requesting hardware support to resolve.,Hardware,Desktop Support,Replaced faulty power supply unit on wireless mouse (asset AST-27727) and confirmed device powers on normally. Verified with Carrie that the issue is resolved. Estimated resolution time: 15 minutes.
INC1040731,BillingDB access revocation,Ryan Bryan has changed roles and no longer requires access to BillingDB. Request submitted on 2025-01-21 with approval workflow initiated.,Access Management,Identity & Access Management,Revoked BillingDB access in accordance with least-privilege policy and updated access records. Estimated resolution time: 15 minutes.
INC1040732,Printer-Brother-MFC-14: paper jam,Nicholas reported that Printer-Brother-MFC-14 at Bengaluru Office has a persistent paper jam that cannot be cleared by the user. Issue reported on 2026-09-02.,Printing,Desktop Support,Technician cleared a torn paper fragment from the internal rollers of Printer-Brother-MFC-14 and ran a test print successfully. Time to resolve: 3 business days.
INC1040733,Wired network port speed is degraded,Michael at Toronto Office (IP 192.168.168.74) reports significantly slower than normal speeds on wired network port. Reported on 2025-09-16. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Identified bandwidth saturation from a background process and applied QoS policy to prioritize wired network port; speeds restored to normal. Confirmed resolution with Michael. Total time to resolve: 2 hours.
INC1040734,Email issue: unable to send emails,Christian reported that they are receiving a non-delivery report (NDR) when trying to send emails to external recipients. First noticed on 2026-09-11.,Email,Service Desk,Identified that the domain was temporarily blacklisted by the recipient's mail server; submitted delisting request and confirmed emails are now delivering. Confirmed with Christian that the issue is resolved. Time to resolve: next business day.
INC1040735,Zoom access revocation,Crystal Smith has changed roles and no longer requires access to Zoom. Request submitted on 2026-03-06 with approval workflow initiated.,Access Management,Service Desk,Revoked Zoom access in accordance with least-privilege policy and updated access records. Estimated resolution time: 15 minutes.
INC1040736,Email issue: calendar sync issue,Jessica reported that they are calendar invites are not syncing correctly between Outlook and mobile device. First noticed on 2026-05-05.,Email,Service Desk,Reconfigured mobile device email profile and forced a manual sync; calendar entries now updating correctly. Confirmed with Jessica that the issue is resolved. Time to resolve: 1 business day.
INC1040737,Malware detection alert reported by user,Jennifer reported a malware detection alert via the security hotline. Reported/detected on 2025-03-28.,Security,Security Operations,"Analyzed the reported malware detection alert, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1040738,Printer-Canon-imageRUNNER-19: poor print quality,Julia reported that documents printed on Printer-Canon-imageRUNNER-19 at Berlin Office show faded or streaked output. Issue reported on 2026-07-03.,Printing,Desktop Support,Replaced toner cartridge and cleaned print heads on Printer-Canon-imageRUNNER-19; print quality restored to normal. Time to resolve: next business day.
INC1040739,AWS S3 bucket: cost anomaly,William Miller noticed an unexpected spike in billing associated with a AWS S3 bucket. Submitted on 2025-09-22.,Cloud Services,Cloud Infrastructure,"Identified an unintended auto-scaling misconfiguration on the AWS S3 bucket, corrected scaling rules, and confirmed costs normalized. Time to resolve: 2 hours."
INC1040740,Vlan configuration is intermittent,Tyler at London Office (IP 10.37.122.102) experiencing intermittent drops in VLAN configuration every few minutes. Reported on 2025-08-22. Business impact: unable to access internal resources reliably.,Network,Network Operations,Replaced a faulty network cable and updated firmware on the access point serving VLAN configuration; connection now stable. Confirmed resolution with Tyler. Total time to resolve: 30 minutes.
INC1040741,Telephony: voicemail not working,"Molly at Remote - Home Office reported that their phone is unable to access voicemail, receiving an authentication error. Reported on 2026-03-28.",Telephony,Telecom Support,Reset voicemail PIN and reconfigured voicemail box settings; user confirmed access restored. Time to resolve: 2 hours.
INC1040742,Printer is making unusual noise,Robert at Singapore Office reported that their printer (asset tag AST-60554) has started making a loud clicking/grinding noise during operation. Issue first observed on 2026-02-17. Requesting hardware support to resolve.,Hardware,Desktop Support,Ran hardware diagnostics on printer (asset AST-60554); identified failing internal fan and replaced it. Verified with Robert that the issue is resolved. Estimated resolution time: 2 hours.
INC1040743,AWS S3 bucket: outage,Sara Cook reports that the AWS S3 bucket is unreachable and services depending on it are down. Submitted on 2026-03-17.,Cloud Services,Application Support,"Identified the AWS S3 bucket had exceeded its resource quota, increased allocated resources, and restored service. Time to resolve: 1 hour."
INC1040744,CustomerDataWarehouse access revocation,Michelle Hill has changed roles and no longer requires access to CustomerDataWarehouse. Request submitted on 2026-06-13 with approval workflow initiated.,Access Management,Service Desk,Revoked CustomerDataWarehouse access in accordance with least-privilege policy and updated access records. Estimated resolution time: 2 hours.
INC1040745,Printer-Canon-imageRUNNER-8: low toner,Kyle reported that Printer-Canon-imageRUNNER-8 at London Office is displaying a low toner warning. Issue reported on 2026-04-25.,Printing,Field Services,Replaced toner cartridge on Printer-Canon-imageRUNNER-8 from on-site inventory; warning cleared. Time to resolve: 15 minutes.
INC1040746,Failed multi-factor authentication - confirmed,Security team confirmed a genuine failed multi-factor authentication involving Stephanie's account from IP 10.138.61.135. Reported/detected on 2025-04-12.,Security,Security Operations,"Contained the failed multi-factor authentication by disabling the affected account temporarily, forcing a password reset, and enabling MFA; account restored after verification. Incident closed after confirming no further malicious activity. Time to resolve: 1 hour."
INC1040747,ServiceNow is running very slowly,Jared reported that ServiceNow on macOS Sonoma takes several minutes to load and respond to user input. This is impacting their ability to complete daily tasks. Issue started on 2026-05-23.,Software,Service Desk,"Cleared temporary files, disabled unnecessary startup add-ins, and updated ServiceNow to the latest version; performance improved significantly. User confirmed resolution. Time to resolve: 2 hours."
INC1040748,Wired network port speed is degraded,Debra at London Office (IP 192.168.108.132) reports significantly slower than normal speeds on wired network port. Reported on 2024-12-18. Business impact: unable to access internal resources reliably.,Network,Infrastructure Team,Identified bandwidth saturation from a background process and applied QoS policy to prioritize wired network port; speeds restored to normal. Confirmed resolution with Debra. Total time to resolve: 1 hour.
INC1040749,Zoom is running very slowly,Laura reported that Zoom on macOS Ventura takes several minutes to load and respond to user input. This is impacting their ability to complete daily tasks. Issue started on 2026-07-12.,Software,Application Support,"Cleared temporary files, disabled unnecessary startup add-ins, and updated Zoom to the latest version; performance improved significantly. User confirmed resolution. Time to resolve: 1 hour."
INC1040750,Power BI access request,Adam Wheeler requires access to Power BI to perform their job duties. Request submitted on 2025-01-03 with approval workflow initiated.,Access Management,Identity & Access Management,Access to Power BI was granted following manager approval from Michael Mckay; role-based permissions applied. Estimated resolution time: 2 hours.
INC1040751,OrdersDB permission elevation,Allison Novak requires elevated permissions in OrdersDB to complete a new project. Request submitted on 2024-09-30 with approval workflow initiated.,Access Management,Service Desk,"Elevated permissions were granted in OrdersDB with manager approval from Savannah Johnson, with a scheduled review in 90 days. Estimated resolution time: 1 hour."
INC1040752,Citrix Workspace password reset,Meghan Medina is unable to log in and has requested a password reset for Citrix Workspace. Request submitted on 2025-04-13 with approval workflow initiated.,Access Management,Identity & Access Management,Reset password for Citrix Workspace account and sent temporary credentials securely to the user; user confirmed successful login. Estimated resolution time: next business day.
INC1040753,GCP Cloud Storage bucket: provisioning request,Morgan King requesting provisioning of a new GCP Cloud Storage bucket for an upcoming project. Submitted on 2026-09-10.,Cloud Services,Application Support,Provisioned the requested GCP Cloud Storage bucket according to standard sizing guidelines and shared access details with Morgan King. Time to resolve: next business day.
